,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
10,0.02130997,0.06880891,0.9658932,1.882185,0.01290032,0.00162865,0.005258836,0.9658932,0.1438492,0.0009859282,0.001595805,0.005152781,0.9658932,0.1409481,0.0009660448,0.06534653,0.2120011,0.9842823,13.06733,0.04959853,0.004994218,0.01620254,0.9842823,0.9986927,0.00379065,0.004893498,0.01587578,0.9842823,0.9785519,0.003714204,0.01281553,0.0415771,1.015969,-2.687471,0.009727482,0.0009794483,0.0031776,1.015969,-0.2053945,0.0007434391,0.0009596956,0.003113516,1.015969,-0.2012523,0.000728446,3.864786,21.0,0.0,0.0,19.17029,0.2953728,1.60496,0.0,0.0,1.465122,0.2894159,1.572593,0.0,0.0,1.435574
11,0.005223838,0.01602602,0.9916688,1.891697,0.004259797,0.0004046116,0.001241293,0.9916688,0.1465211,0.000329942,0.0003966299,0.001216806,0.9916688,0.1436307,0.0003234332,0.007821338,0.02799843,0.997877,13.13206,0.01811071,0.0006058007,0.002168614,0.997877,1.017142,0.001402763,0.00059385,0.002125834,0.997877,0.9970769,0.00137509,0.001534004,0.005491018,1.002128,-2.591898,0.00355172,0.0001188161,0.0004253061,1.002128,-0.2007551,0.000275098,0.0001164722,0.0004169161,1.002128,-0.1967948,0.0002696711,5.751812,25.0,0.0,0.0,14.59452,0.4455057,1.936371,0.0,0.0,1.130417,0.4367173,1.898173,0.0,0.0,1.108117
12,0.03371996,0.1113794,0.9428505,1.73252,0.01799022,0.001969488,0.006505355,0.9428505,0.1011916,0.001050758,0.001944357,0.006422346,0.9428505,0.09990038,0.00103735,0.145582,0.4760014,0.9729483,16.65688,0.08089511,0.008503032,0.0278019,0.9729483,0.9728811,0.004724855,0.008394531,0.02744714,0.9729483,0.9604669,0.004664565,0.0223799,0.073174,1.027804,-2.780196,0.01243564,0.001307147,0.004273887,1.027804,-0.1623834,0.0007263304,0.001290467,0.004219351,1.027804,-0.1603114,0.0007170623,2.529845,13.0,0.0,0.0,11.52172,0.1477611,0.7592933,0.0,0.0,0.672951,0.1458756,0.7496046,0.0,0.0,0.664364
13,0.01215768,0.03924143,0.9783266,1.732946,0.00843517,0.0007301184,0.002356608,0.9783266,0.1040705,0.0005065663,0.000721195,0.002327806,0.9783266,0.1027985,0.0005003751,0.03606493,0.1120001,0.9933759,16.68474,0.03193653,0.002165846,0.006726063,0.9933759,1.001987,0.001917918,0.002139375,0.006643858,0.9933759,0.9897406,0.001894478,0.005544232,0.01721716,1.006668,-2.616556,0.004909391,0.0003329536,0.00103396,1.006668,-0.1571348,0.0002948289,0.0003288843,0.001021324,1.006668,-0.1552144,0.0002912255,3.358571,19.0,0.0,0.0,14.29161,0.2016958,1.141027,0.0,0.0,0.858269,0.1992308,1.127082,0.0,0.0,0.8477795
14,0.03681011,0.1234198,0.9350181,1.660476,0.02062023,0.00167408,0.005612984,0.9350181,0.07551649,0.0009377835,0.001659416,0.005563818,0.9350181,0.07485502,0.0009295693,0.2021452,0.6799999,0.9698314,21.20051,0.1170983,0.009193324,0.03092559,0.9698314,0.9641742,0.005325493,0.009112798,0.0306547,0.9698314,0.9557287,0.005278846,0.02552443,0.08586192,1.031107,-2.934619,0.01478567,0.001160821,0.003904898,1.031107,-0.133463,0.0006724347,0.001150653,0.003870694,1.031107,-0.1322939,0.0006665447,1.956339,10.0,0.0,0.0,11.89538,0.08897194,0.4547881,0.0,0.0,0.5409876,0.08819262,0.4508045,0.0,0.0,0.536249
15,0.031329,0.1075003,0.9380658,1.527376,0.02216217,0.001218855,0.004182301,0.9380658,0.0594226,0.0008622194,0.001211402,0.004156725,0.9380658,0.05905921,0.0008569466,0.219749,0.7879988,0.9700153,24.72763,0.1717665,0.00854934,0.03065711,0.9700153,0.9620289,0.006682579,0.008497057,0.03046963,0.9700153,0.9561458,0.006641713,0.02353454,0.08439302,1.030912,-2.901513,0.01839571,0.0009156116,0.003283312,1.030912,-0.1128834,0.0007156854,0.0009100123,0.003263233,1.030912,-0.1121931,0.0007113088,2.120985,10.0,0.0,0.0,12.10372,0.08251694,0.3890502,0.0,0.0,0.4708954,0.08201232,0.386671,0.0,0.0,0.4680157
16,0.0287679,0.08798826,0.932604,1.135494,0.02061015,0.0006847029,0.002094202,0.932604,0.02702582,0.0004905408,0.0006828365,0.002088494,0.932604,0.02695215,0.0004892037,0.2270171,0.788001,0.9815041,41.04258,0.257706,0.005403219,0.01875516,0.9815041,0.9768516,0.006133643,0.00538849,0.01870403,0.9815041,0.9741889,0.006116923,0.01583597,0.05496788,1.018844,-3.027909,0.01797662,0.0003769108,0.001308287,1.018844,-0.07206705,0.0004278604,0.0003758833,0.001304721,1.018844,-0.0718706,0.0004266941,2.804952,14.0,0.0,0.0,15.68439,0.06676047,0.3332131,0.0,0.0,0.373303,0.06657848,0.3323047,0.0,0.0,0.3722855
17,0.01412394,0.04465425,0.9759158,1.765858,0.00966322,0.0007932688,0.002508,0.9759158,0.09917918,0.0005427334,0.0007878255,0.00249079,0.9759158,0.09849862,0.0005390092,0.1351233,0.4239988,0.9767238,17.37787,0.08991097,0.007589184,0.02381383,0.9767238,0.9760258,0.005049837,0.007537107,0.02365042,0.9767238,0.9693283,0.005015186,0.01447132,0.04540908,1.023831,-1.997371,0.009629203,0.0008127795,0.002550395,1.023831,-0.1121821,0.0005408228,0.0008072023,0.002532894,1.023831,-0.1114123,0.0005371118,3.368104,16.0,0.0,0.0,14.07125,0.1891691,0.8986378,0.0,0.0,0.7903096,0.187871,0.8924714,0.0,0.0,0.7848866
18,0.008856801,0.03092825,0.9841529,1.890292,0.008335683,0.00055509,0.001938393,0.9841529,0.1184719,0.0005224295,0.0005500584,0.001920823,0.9841529,0.117398,0.0005176939,0.07201722,0.2480003,0.9847628,15.78378,0.06545217,0.004513599,0.01554314,0.9847628,0.9892305,0.004102141,0.004472685,0.01540225,0.9847628,0.9802636,0.004064957,0.009093451,0.03131485,1.015473,-2.086941,0.008264441,0.0005699218,0.001962623,1.015473,-0.1307967,0.0005179645,0.0005647558,0.001944833,1.015473,-0.1296111,0.0005132694,4.401581,21.0,0.0,0.0,16.14001,0.2758641,1.316151,0.0,0.0,1.011557,0.2733635,1.304221,0.0,0.0,1.002388
19,0.01115122,0.03555501,0.974896,1.346091,0.01198473,0.0003181284,0.001014333,0.974896,0.03840205,0.0003419071,0.000317838,0.001013407,0.974896,0.038367,0.0003415951,0.2637311,0.8399949,0.9763701,33.88786,0.280753,0.007523869,0.02396384,0.9763701,0.9667717,0.008009478,0.007517002,0.02394197,0.9763701,0.9658893,0.008002167,0.01073578,0.03419399,1.024202,-1.482084,0.01142857,0.0003062763,0.0009755053,1.024202,-0.04228171,0.0003260406,0.0003059968,0.0009746149,1.024202,-0.04224312,0.000325743,5.785703,25.0,0.0,0.0,22.37186,0.1650578,0.713214,0.0,0.0,0.6382369,0.1649071,0.712563,0.0,0.0,0.6376543
20,0.01124277,0.03847051,0.9760752,1.531952,0.01150106,0.0003996032,0.001367362,0.9760752,0.05445034,0.0004087834,0.0003986509,0.001364103,0.9760752,0.05432058,0.0004078092,0.1934427,0.6599997,0.9769489,27.32722,0.1893042,0.006875555,0.02345845,0.9769489,0.9712943,0.006728462,0.00685917,0.02340254,0.9769489,0.9689796,0.006712427,0.01124663,0.03837192,1.023595,-1.703914,0.01100625,0.0003997404,0.001363858,1.023595,-0.06056242,0.0003911964,0.0003987878,0.001360607,1.023595,-0.06041809,0.0003902641,2.556273,12.0,0.0,0.0,11.6619,0.09085792,0.4265174,0.0,0.0,0.4145004,0.09064139,0.4255009,0.0,0.0,0.4135126
21,0.01504349,0.04833007,0.9710586,1.574666,0.01068786,0.0005670392,0.001821721,0.9710586,0.05935439,0.0004028609,0.000565568,0.001816994,0.9710586,0.0592004,0.0004018157,0.2370216,0.7560006,0.9720992,25.60509,0.1653847,0.00893413,0.02849617,0.9720992,0.9651409,0.006233898,0.008910951,0.02842224,0.9720992,0.9626369,0.006217725,0.01515938,0.048352,1.028702,-1.782734,0.01057777,0.0005714074,0.001822548,1.028702,-0.06719715,0.0003987113,0.0005699249,0.001817819,1.028702,-0.06702282,0.0003976768,3.221907,16.0,0.0,0.0,17.88854,0.1214444,0.6030931,0.0,0.0,0.6742786,0.1211293,0.6015284,0.0,0.0,0.6725292
22,0.0378003,0.142086,0.9413178,2.145446,0.04786928,0.004230528,0.01590196,0.9413178,0.2401137,0.005357426,0.004026732,0.01513592,0.9413178,0.2285468,0.005099345,0.1428767,0.5359998,0.9449013,8.685534,0.1858597,0.01599045,0.05998794,0.9449013,0.9720662,0.02080101,0.01522015,0.05709816,0.9449013,0.9252392,0.01979897,0.038516,0.1444919,1.058311,-2.775346,0.05010327,0.004310627,0.01617122,1.058311,-0.3106108,0.00560745,0.004102973,0.01539221,1.058311,-0.2956478,0.005337324,3.849108,18.0,0.0,0.0,14.17745,0.4307838,2.014521,0.0,0.0,1.586709,0.4100318,1.917476,0.0,0.0,1.510273
23,0.01324845,0.04956913,0.979556,2.326499,0.0113677,0.001018888,0.003812172,0.979556,0.1789222,0.0008742465,0.0009969148,0.003729959,0.979556,0.1750636,0.0008553926,0.06987507,0.2599998,0.980695,12.95302,0.05905975,0.005373824,0.01999559,0.980695,0.9961673,0.004542059,0.005257933,0.01956436,0.980695,0.9746841,0.004444106,0.01370365,0.05099106,1.019685,-2.693303,0.01158266,0.001053895,0.003921527,1.019685,-0.2071316,0.0008907781,0.001031167,0.003836956,1.019685,-0.2026647,0.0008715677,3.161725,15.0,0.0,0.0,15.78765,0.2431562,1.153593,0.0,0.0,1.214168,0.2379123,1.128714,0.0,0.0,1.187984
24,0.01068087,0.03716207,0.9844716,2.319423,0.007748573,0.0006394341,0.00222479,0.9844716,0.1388574,0.0004638855,0.0006313983,0.002196831,0.9844716,0.1371124,0.0004580559,0.07005353,0.2439992,0.9857043,16.58349,0.05102999,0.00419391,0.01460756,0.9857043,0.9928076,0.003055024,0.004141205,0.01442398,0.9857043,0.9803309,0.003016631,0.0107691,0.03750896,1.014503,-2.661873,0.007844493,0.0006447163,0.002245557,1.014503,-0.1593589,0.000469628,0.0006366142,0.002217338,1.014503,-0.1573563,0.0004637262,2.532966,16.0,0.0,0.0,17.80449,0.1516416,0.9578755,0.0,0.0,1.065906,0.149736,0.945838,0.0,0.0,1.05251
25,0.02986333,0.0987668,0.9620836,2.411066,0.01976643,0.001360674,0.004500149,0.9620836,0.1098563,0.0009006252,0.001348952,0.00446138,0.9620836,0.1089099,0.0008928663,0.2406896,0.7959982,0.9648162,21.06001,0.1596615,0.01096663,0.03626836,0.9648162,0.9595651,0.007274716,0.01087216,0.03595591,0.9648162,0.9512985,0.007212044,0.03039152,0.1005101,1.036467,-2.960868,0.02016038,0.00138474,0.00457958,1.036467,-0.1349072,0.0009185751,0.001372811,0.004540127,1.036467,-0.1337449,0.0009106616,1.80429,10.0,0.0,0.0,10.47616,0.08220954,0.4556338,0.0,0.0,0.4773294,0.08150131,0.4517085,0.0,0.0,0.4732172
26,0.01205238,0.0488081,0.9795926,2.295069,0.02306795,0.001368342,0.005541326,0.9795926,0.2605658,0.002618971,0.001305596,0.005287226,0.9795926,0.2486175,0.002498877,0.06697106,0.2480005,0.9736953,8.938523,0.1698356,0.007603419,0.02815622,0.9736953,1.014817,0.01928193,0.007254762,0.0268651,0.9736953,0.9682817,0.01839775,0.01805377,0.06685519,1.027015,-2.610218,0.04578356,0.002049698,0.007590265,1.027015,-0.2963457,0.005197941,0.001955708,0.007242211,1.027015,-0.2827567,0.004959587,2.318898,18.0,0.0,0.0,13.28533,0.2632712,2.043592,0.0,0.0,1.508322,0.2511988,1.949883,0.0,0.0,1.439158
27,0.02032949,0.06567299,0.9615026,1.577088,0.01441083,0.0007171788,0.002316796,0.9615026,0.05563614,0.0005083818,0.0007154666,0.002311265,0.9615026,0.05550331,0.000507168,0.2169765,0.6920051,0.9760087,27.47659,0.1627775,0.007654445,0.02441239,0.9760087,0.9693127,0.005742425,0.00763617,0.02435411,0.9760087,0.9669986,0.005728715,0.01387726,0.044258,1.02458,-1.890137,0.01041039,0.0004895586,0.001561323,1.02458,-0.0666798,0.0003672552,0.0004883898,0.001557595,1.02458,-0.0665206,0.0003663783,4.040564,18.0,0.0,0.0,20.16804,0.142542,0.6349997,0.0,0.0,0.7114834,0.1422017,0.6334836,0.0,0.0,0.7097847
28,0.02035578,0.06467152,0.9619901,1.574552,0.01353551,0.0007196095,0.002286243,0.9619901,0.05566296,0.0004785021,0.0007178108,0.002280528,0.9619901,0.05552383,0.0004773061,0.2045167,0.6360024,0.9779074,27.53005,0.1493586,0.007229995,0.02248371,0.9779074,0.9732316,0.005280069,0.007211923,0.02242751,0.9779074,0.970799,0.00526687,0.01308047,0.04067695,1.022592,-1.882806,0.009552595,0.0004624156,0.001437996,1.022592,-0.06656023,0.0003376997,0.0004612597,0.001434401,1.022592,-0.06639386,0.0003368555,4.180002,18.0,0.0,0.0,21.39509,0.1477698,0.6363291,0.0,0.0,0.7563511,0.1474004,0.6347385,0.0,0.0,0.7544605
29,0.0193987,0.05761814,0.9648445,1.525739,0.0141162,0.0006431527,0.001910297,0.9648445,0.05058501,0.0004680146,0.0006417928,0.001906257,0.9648445,0.05047806,0.000467025,0.2050883,0.6320001,0.9793464,29.34905,0.1847056,0.006799585,0.0209536,0.9793464,0.9730511,0.006123807,0.006785208,0.0209093,0.9793464,0.9709937,0.006110859,0.01192366,0.036744,1.021089,-1.816573,0.01073851,0.0003953222,0.001218226,1.021089,-0.06022744,0.000356029,0.0003944863,0.00121565,1.021089,-0.06010009,0.0003552762,2.995481,14.0,0.0,0.0,16.27114,0.09931345,0.464162,0.0,0.0,0.5394603,0.09910347,0.4631806,0.0,0.0,0.5383197
30,0.02207092,0.06992114,0.9575487,1.510215,0.01761979,0.000658433,0.00208593,0.9575487,0.04505366,0.0005256443,0.0006573705,0.002082564,0.9575487,0.04498095,0.000524796,0.2969598,0.9279953,0.9727829,32.26526,0.2596609,0.008859084,0.02768452,0.9727829,0.962557,0.007746363,0.008844788,0.02763985,0.9727829,0.9610037,0.007733863,0.01554167,0.04856801,1.027979,-1.834374,0.01358952,0.0004636486,0.00144891,1.027979,-0.05472416,0.0004054109,0.0004629004,0.001446572,1.027979,-0.05463585,0.0004047567,3.765876,20.0,0.0,0.0,16.87454,0.1123459,0.5966522,0.0,0.0,0.5034115,0.1121646,0.5956894,0.0,0.0,0.5025991
31,0.008893978,0.02805042,0.9885697,2.398253,0.01747474,0.0006944796,0.002190296,0.9885697,0.1872658,0.001364502,0.0006798161,0.00214405,0.9885697,0.1833118,0.001335692,0.0771091,0.2400008,0.9818181,12.72436,0.1639016,0.006021006,0.01874028,0.9818181,0.9935724,0.01279814,0.005893877,0.01834459,0.9818181,0.9725938,0.01252791,0.0151224,0.04706788,1.018518,-2.636688,0.0321441,0.001180821,0.00367526,1.018518,-0.2058838,0.002509948,0.001155889,0.00359766,1.018518,-0.2015367,0.002456952,2.714551,19.0,0.0,0.0,18.84144,0.2119637,1.483601,0.0,0.0,1.47122,0.2074883,1.452276,0.0,0.0,1.440156
32,0.003182098,0.01495719,0.9940308,2.475902,0.009482236,0.0001895081,0.0008907671,0.9940308,0.147451,0.0005647093,0.0001870839,0.0008793727,0.9940308,0.1455648,0.0005574857,0.04386873,0.1640003,0.9904138,16.78157,0.06684311,0.002612578,0.009766948,0.9904138,0.9994173,0.003980804,0.002579159,0.009642012,0.9904138,0.986633,0.003929883,0.006743823,0.02521205,1.009679,-2.655426,0.01027581,0.0004016246,0.00150149,1.009679,-0.1581424,0.00061197,0.0003964872,0.001482283,1.009679,-0.1561195,0.0006041419,2.153572,13.0,0.0,0.0,15.96089,0.1282548,0.7742078,0.0,0.0,0.950542,0.1266142,0.7643043,0.0,0.0,0.9383829
33,0.012973,0.044801,0.9840119,2.713255,0.013473,0.0005723348,0.001976503,0.9840119,0.1197018,0.0005943935,0.0005673845,0.001959408,0.9840119,0.1186664,0.0005892525,0.06776836,0.2400002,0.9895579,22.50651,0.1002386,0.002989763,0.01058818,0.9895579,0.9929284,0.004422266,0.002963904,0.0104966,0.9895579,0.9843404,0.004384017,0.008556983,0.03030396,1.010552,-2.932773,0.01265703,0.0003775118,0.001336931,1.010552,-0.1293863,0.0005583953,0.0003742466,0.001325368,1.010552,-0.1282672,0.0005535656,1.828131,10.0,0.0,0.0,11.7686,0.08065239,0.4411739,0.0,0.0,0.5192001,0.0799548,0.4373581,0.0,0.0,0.5147094
34,0.02542968,0.08476138,0.9705243,2.708614,0.01901944,0.0009354479,0.003118005,0.9705243,0.09963819,0.0006996431,0.0009297983,0.003099174,0.9705243,0.09903644,0.0006954177,0.1814107,0.6079984,0.9780411,26.48536,0.1405551,0.006673316,0.02236563,0.9780411,0.9742817,0.005170415,0.006633013,0.02223056,0.9780411,0.9683977,0.005139189,0.01942861,0.06511497,1.022452,-3.03188,0.01505281,0.0007146947,0.002395298,1.022452,-0.1115298,0.000553728,0.0007103784,0.002380832,1.022452,-0.1108562,0.0005503838,2.386177,11.0,0.0,0.0,13.11488,0.08777714,0.4046425,0.0,0.0,0.4824396,0.08724701,0.4021987,0.0,0.0,0.479526
35,0.008533546,0.02773786,0.9913096,3.136568,0.00925326,0.0002437633,0.0007923403,0.9913096,0.089597,0.0002643222,0.0002426844,0.0007888332,0.9913096,0.08920043,0.0002631522,0.04654689,0.1720001,0.9951198,34.90084,0.07031325,0.001329626,0.004913236,0.9951198,0.9969531,0.002008519,0.001323741,0.004891489,0.9951198,0.9925404,0.001999629,0.004326053,0.01598597,1.004904,-3.291785,0.006535117,0.000123575,0.000456644,1.004904,-0.09403085,0.0001866776,0.0001230281,0.0004546228,1.004904,-0.09361465,0.0001858513,6.058778,19.0,0.0,0.0,19.17681,0.1730708,0.5427408,0.0,0.0,0.5477914,0.1723048,0.5403385,0.0,0.0,0.5453667
36,0.01034673,0.03553557,0.9829458,2.01322,0.009107755,0.001303207,0.00447583,0.9829458,0.2535721,0.001147154,0.001253384,0.004304712,0.9829458,0.2438777,0.001103296,0.02615558,0.09199919,0.9889104,8.113022,0.03104783,0.003294387,0.01158762,0.9889104,1.021863,0.003910583,0.003168438,0.01114461,0.9889104,0.9827962,0.003761075,0.007050959,0.02480102,1.011214,-2.261476,0.008369721,0.000888093,0.003123775,1.011214,-0.2848408,0.001054196,0.0008541399,0.003004348,1.011214,-0.2739509,0.001013892,3.003399,20.0,0.0,0.0,19.44865,0.3782887,2.51907,0.0,0.0,2.449625,0.3638261,2.422762,0.0,0.0,2.355973
37,0.02321975,0.07404196,0.9598742,1.700132,0.01553129,0.0009751667,0.003109562,0.9598742,0.07140096,0.0006522722,0.0009710235,0.003096351,0.9598742,0.07109759,0.0006495009,0.1904778,0.6479988,0.9734296,23.10922,0.1540256,0.007999555,0.0272142,0.9734296,0.9705248,0.006468657,0.007965568,0.02709857,0.9734296,0.9664014,0.006441174,0.01549813,0.052724,1.027296,-2.03848,0.01253249,0.0006508797,0.002214266,1.027296,-0.08561066,0.0005263308,0.0006481143,0.002204858,1.027296,-0.08524692,0.0005240946,3.020051,16.0,0.0,0.0,15.12448,0.126834,0.6719568,0.0,0.0,0.6351874,0.1262951,0.6691018,0.0,0.0,0.6324887
38,0.0311653,0.09690189,0.9499867,1.748564,0.01864157,0.001440596,0.004479226,0.9499867,0.08082622,0.0008616943,0.001432756,0.00445485,0.9499867,0.08038635,0.0008570048,0.248203,0.7919984,0.9645162,20.76411,0.1664333,0.01147302,0.03660961,0.9645162,0.9598072,0.00769327,0.01141058,0.03641037,0.9645162,0.9545838,0.007651402,0.02306896,0.07361197,1.036789,-2.150832,0.01546888,0.001066347,0.003402665,1.036789,-0.0994208,0.0007150388,0.001060544,0.003384147,1.036789,-0.09887974,0.0007111474,4.400614,20.0,0.0,0.0,15.76388,0.2034155,0.9244869,0.0,0.0,0.7286751,0.2023085,0.9194556,0.0,0.0,0.7247096
